,country_id,country,year,ISO_code,economic_freedom,rank,quartile,government_consumption,transfers,gov_enterprises,top_marg_tax_rate,size_government,judicial_independence,impartial_courts,protection_property_rights,military_interference,integrity_legal_system,legal_enforcement_contracts,restrictions_sale_real_property,reliability_police,business_costs_crime,gender_adjustment,property_rights,money_growth,std_inflation,inflation,freedom_own_foreign_currency,sound_money,tariffs,regulatory_trade_barriers,black_market,control_movement_capital_ppl,trade,credit_market_reg,labor_market_reg,business_reg,regulation
12,19,Belarus,2015,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20,Belgium,2015,BEL,7.43,43.0,2.0,2.405882353,2.010415679,10.0,1.0,3.854074508,7.88354695,5.901105294,7.886131474,10.0,8.333333332999999,5.5650377529999995,4.767009987,8.133333524,6.821897258,1.0,7.254599507999999,8.997155302000001,9.771930225,9.887881204,10.0,9.664241683,8.360586579,8.29003763,10.0,6.389735551,8.26008994,9.605,7.239068985,7.450335117000001,8.098134701000001
14,21,Belize,2015,BLZ,6.81,85.0,3.0,6.570588235,8.431259972000001,4.0,9.0,7.0004620520000005,8.027163908,4.3,7.385106292000001,6.4,,3.329065561,7.288231811,3.3289999999999997,4.767009987,0.837837838,5.148883908999999,8.223353187999999,9.53561198,9.82294369,0.0,6.895477214,6.7444,6.87319263,10.0,4.709434454,7.081756771,9.947941842999999,7.018916776,6.733783599,7.900214073
15,22,Benin,2015,BEN,5.78,134.0,4.0,5.917647059,9.771474636,4.0,3.5,5.797280423999999,3.934192598,3.905482113,4.738601724,6.3,,1.068746974,3.951912272,5.126262506000001,5.51865677,0.658536585,3.580765453,8.960045627000001,8.843996413,9.935920256000001,0.0,6.9349905739999995,6.807733333,4.410590991,10.0,2.481356924,5.924920312,8.425,5.732431221000001,5.871925967,6.676452396
16,24,Bhutan,2015,BTN,7.11,70.0,2.0,4.747058824,9.899419951,8.0,8.5,7.786619694,6.362658389,5.66813362,6.230340745,9.2,,7.365354835,6.901202527000001,7.581121127,7.763226348,0.923076923,6.859619903,9.909581959,9.109634236,9.095658291,0.0,7.028718621,6.518444444,7.246264197,10.0,1.304097192,6.267201458,7.6370000000000005,8.689332202000001,6.5652318979999995,7.630521367
17,27,Bosnia and Herzegovina,2015,BIH,6.63,96.0,3.0,5.488235294,5.352167397,4.0,6.5,5.335100673,3.182647375,2.765796522,3.5687556839999997,5.1,,3.79305681,7.837119866,4.924924771000001,5.064245907,0.871794872,4.23921142,9.341706259,9.678614879,9.83,5.0,8.462580284,8.572000000000001,7.261743696,10.0,5.276531358,7.777568764,9.543333333,7.130142247999999,5.264323963,7.312599848
18,28,Botswana,2015,BWA,7.35,50.0,2.0,3.429411765,7.164032698,4.0,9.0,5.898361116,6.106442475,5.880076104,6.712916092,8.333333332999999,5.833333333,3.3360712510000003,8.09678184,6.403508981,5.501300864,0.974358974,6.164800355,8.06421763,8.887385147,9.387928592,10.0,9.084882842,5.9237333329999995,7.612207928999999,10.0,7.351869362,7.721952656,9.193999999999999,7.519522367,6.92470059,7.879407652
19,29,Brazil,2015,BRA,5.75,140.0,4.0,4.823529412,5.786374387,4.0,6.0,5.15247595,4.61221637,2.901949104,5.215888328,6.666666667,3.333333333,3.742242077,8.387559107000001,4.037940502,2.766374195,0.923076923,4.45130018,9.059565855,9.609112844,8.194552045,5.0,7.965807686000001,7.221777778,5.142934516,10.0,5.240169707,6.9012205,5.234333333,4.175877433999999,3.4810979439999996,4.297102904
20,31,Brunei Darussalam,2015,BRN,6.77,88.0,3.0,0.0,,,10.0,5.0,5.098039309,3.4917328760000004,5.450450579,8.333333332999999,8.333333332999999,4.1711035260000004,4.802773258,6.147185961,6.712962786,0.794871795,5.239122575,9.68667102,4.418614195,9.91522,10.0,8.505126304,9.244,3.580227602,10.0,5.127264468,6.987873017999999,8.302,8.694083757000001,7.4252369279999995,8.140440228
21,32,Bulgaria,2015,BGR,7.4,46.0,2.0,5.732352941,5.846511721000001,8.0,8.5,7.019716166,3.3706517989999996,3.612746527,4.47645594,8.333333332999999,5.0,4.767973315,8.838845799,4.2105261480000005,4.999986712,0.846153846,4.883130213,8.304471673,9.13676476,9.979025533,10.0,9.355065492,8.360586579,7.621462642999999,10.0,6.55229601,8.133586308,9.593333333,7.044541271,6.113452746,7.583775782999999
22,33,Burkina Faso,2015,BFA,6.03,127.0,4.0,3.75,10.0,2.0,6.5,5.5625,1.853980189,3.594626659,4.163926422,3.333333333,5.0,2.139195153,4.7563451169999995,5.077216989,4.677293378,0.871794872,3.5975811380000002,8.994412679,9.032752909,9.809001337,0.0,6.959041731,7.396622222,4.538208791000001,10.0,4.510638729,6.611367436,9.342313616,7.158336143,5.748128427999999,7.416259395
23,34,Burundi,2015,BDI,5.87,131.0,4.0,5.970588235,10.0,2.0,6.5,6.117647058999999,1.208295064,3.1004126339999996,2.9342568030000002,1.7,,2.65461566,8.513441578,2.003361677,3.888661056,0.9024390240000001,3.09182541,8.868192914,8.355545588,8.889159166,5.0,7.778224417000001,6.897955556,2.540152439,10.0,4.979361279,6.1043673179999995,5.0,7.890803447000001,5.889087565,6.259963671
24,36,Cambodia,2015,KHM,7.2,64.0,2.0,9.832352941,9.712056102,2.0,10.0,7.8861022610000004,2.9685109069999998,3.01074111,4.735173552,6.0,,1.824541681,7.52818438,3.3597882589999997,5.41300942,1.0,4.354993663999999,7.769421997999999,9.656484459,9.755745988,10.0,9.295413111,7.446933333,4.670165506,10.0,7.125336174,7.3106087529999995,10.0,6.54007023,4.931165098,7.157078443
25,37,Cameroon,2015,CMR,5.79,133.0,4.0,7.4117647060000005,9.567100156,8.0,4.5,7.369716215,3.363429612,4.226160245,5.131341755,5.0,3.333333333,2.168525641,3.3746655760000004,5.561403433,4.8249238210000005,0.585365854,3.257379298,9.351748714,9.570885342999999,9.462803446,0.0,7.0963593760000006,5.4957333329999996,1.958209044,10.0,2.392876223,4.96170465,6.804666667,7.303590737,4.731482789,6.279913398
26,38,Canada,2015,CAN,7.91,12.0,1.0,3.847058824,7.172715823,8.0,4.0,5.7549436620000005,8.543687478999999,6.508702596,8.171232886,10.0,9.166666667000001,3.645024073,8.669157746,8.778626124,7.173023481,1.0,7.8506801170000005,9.099447051,9.45564392,9.774951728,10.0,9.582510675,6.943111111,7.8209064889999995,10.0,6.73102881,7.873761602999999,9.725333333,8.141954878,7.636812402,8.501366871
27,41,Chad,2015,TCD,5.23,152.0,4.0,9.835294118,9.918256131,7.0,1.0,6.938387562000001,2.0042480190000003,3.094967001,3.3447307810000004,3.7,,2.223210769,4.9609297130000005,3.120915095,3.328550849,0.7179487179999999,2.76778205,8.855373236,7.286450433,9.267999999999999,0.0,6.352455917,6.3126,2.105721637,10.0,2.202487222,5.155202215,5.858333332999999,5.361164672,3.623745933,4.947747979
28,43,Chile,2015,CHL,7.79,14.0,1.0,6.705882353,7.891641773,10.0,7.0,7.899381032000001,6.382704822999999,4.788119457,7.124244061000001,7.5,7.5,5.109379145,9.066918247,8.189508915,5.367161414,0.9024390240000001,6.450117633,8.745285856,9.365169916000001,9.130226543,10.0,9.310170579,9.468444444,6.867622073,10.0,6.517620549,8.213421767,8.950666667,5.161183974,7.1666233539999995,7.092824665
29,46,China,2015,CHN,6.39,113.0,3.0,3.947058824,8.294277929,2.0,6.0,5.060334188,5.269586555,4.969095778,5.868727647,5.0,5.833333333,6.067809479,8.513846662,6.153484186,6.494319145,0.871794872,5.633083765,9.668458526,8.744705137999999,9.711488923,5.0,8.281163147000001,8.105822222,6.063676732999999,10.0,2.36096784,6.632616699,7.134666667,5.599601732999999,6.251617167000001,6.328628522000001
30,47,Colombia,2015,COL,6.55,103.0,3.0,5.038235294,7.840214037000001,10.0,4.5,6.844612333,3.21225645,3.178814113,5.182705161,3.333333333,3.333333333,2.217134643,9.040189726,3.985042572,2.9997910930000002,0.871794872,3.793774688,8.957453776,9.148102487000001,8.998993869,5.0,8.026137533,8.027866667,4.421660021,9.53442623,5.675940611000001,6.914973382,8.806333333,5.9803830829999995,6.724540683,7.170419033
31,51,Costa Rica,2015,CRI,7.51,36.0,1.0,5.3911764710000005,8.50132522,10.0,6.5,7.598125423,6.962389601,4.298527453,6.008954561,10.0,5.0,3.523501568,8.523296281,5.790598392000001,5.369773557,0.871794872,5.76898009,9.410246699,9.786615516,9.840663004,10.0,9.759381305,8.001155556,6.07009314,10.0,7.896979841,7.9920571339999995,6.709333332999999,6.194095396,6.395913008,6.4331139120000005
32,52,Croatia,2015,HRV,7.04,73.0,2.0,4.438235294,4.297314868,8.0,2.0,4.68388754,3.5413699289999996,2.13799665,4.681171465,8.333333332999999,7.5,5.139086793,7.184691089,6.448412736,7.628286005,0.9487179490000001,5.693974997000001,7.628320518,9.591485047,9.907100199,10.0,9.281726441,8.629288889,8.332987579,10.0,5.749774894,8.17801284,9.406666667,6.4458253,6.199017948,7.350503305
33,54,Cyprus,2015,CYP,7.69,22.0,1.0,6.3382352939999995,6.235337445,10.0,6.5,7.268393185,6.100780952999999,3.776272009,5.443843233,8.333333332999999,8.333333332999999,4.003515462,6.411309995,5.755208333,7.20717173,0.897435897,5.836172166,9.747104112999999,9.417311242,9.580600462,10.0,9.686253954,8.360586579,7.746910291,10.0,6.771918264,8.219853784,9.455333332999999,6.047535689,6.813516302999999,7.438795108
34,58,Denmark,2015,DNK,7.75,16.0,1.0,1.402941176,4.53071545,8.0,2.5,4.1084141569999995,8.616286568,6.100836522000001,7.960530965,10.0,10.0,6.18505645,9.727176307999999,8.286163807000001,7.345798611,1.0,8.246872137,8.790115297,9.737814698,9.909593168999999,10.0,9.609380791,8.360586579,7.953199218,10.0,7.349012803,8.41569965,9.752666667,7.389169237000001,7.914660642,8.352165515
35,62,Ecuador,2015,ECU,6.09,124.0,4.0,6.211764706,9.591280654,2.0,5.5,5.82576134,1.531141114,2.479120419,4.382351031000001,2.5,4.166666667,4.380510817,8.591535377000001,4.855072498,4.551830227,0.871794872,3.8931490810000002,9.360712358999999,8.826497782999999,9.205956168,5.0,8.098291578,6.3057777779999995,4.214037466000001,10.0,5.608336293,6.532037884,8.503333332999999,5.052599545,4.70267146,6.0862014460000005
36,63,Egypt,2015,EGY,5.77,138.0,4.0,8.067647059,7.070287241,2.0,7.0,6.034483575,5.911318115,4.035330321,4.90322096,1.6666666669999999,5.0,3.4080551889999997,8.701690132000001,3.890328827,3.19538785,0.538461538,3.479657954,7.693458483,9.497748735,7.92850207,10.0,8.779927322,4.973333333,3.52780312,9.182630907,4.700580771,5.596087033,4.0,5.008250225,5.907023982999999,4.971758069
37,64,El Salvador,2015,SLV,7.14,69.0,2.0,8.338235294,9.472089148,8.0,8.0,8.452581111,3.738130076,2.7276321230000002,4.6816598119999995,4.166666667,2.5,3.833383955,8.165020936,2.118055423,1.32670406,1.0,3.6952503389999998,9.413547443999999,9.071876878,9.853873266,10.0,9.584824397,8.186666667,6.502024978,10.0,5.951699184,7.660097707,8.323666667000001,4.735400439,5.916627165,6.325231424
38,67,Estonia,2015,EST,7.93,10.0,1.0,3.511764706,6.061366018999999,7.0,7.0,5.8932826810000005,7.85616258,5.7163042939999995,7.572090529,8.333333332999999,6.666666667,5.930983003,9.504907725,8.449612458999999,7.556614777,1.0,7.509630596,8.506209755,9.542467824,9.908646669,10.0,9.489331062,8.904586579,8.252210387,10.0,6.997276302,8.538518317000001,10.0,6.294456744,8.293945499,8.196134081
39,68,Ethiopia,2015,ETH,5.55,147.0,4.0,8.382352941,9.105664995,4.0,5.0,6.622004484,4.749940391,4.724080214,5.046143248,1.6666666669999999,7.5,5.546758592000001,7.012101102999999,4.79919672,5.157668371000001,0.794871795,4.607092409,8.793816837,5.1972650510000005,7.973177071,0.0,5.49106474,5.232266667,3.0464791160000004,10.0,1.60826699,4.9717531930000005,5.358333333,7.2219861629999995,5.5476887370000005,6.042669411
40,71,Fiji,2015,FJI,6.82,84.0,3.0,4.297058824,9.462710641000001,6.0,5.0,6.189942366,,4.8,,7.9,,5.10906166,7.709818901,,,0.9189189190000001,6.121082837,6.990157126000001,8.659083566,9.725835345,0.0,6.343769009,5.161111111,6.42368605,10.0,5.0,6.64619929,9.635183017000001,9.009969773,7.817625832999999,8.820926208
41,72,Finland,2015,FIN,7.71,20.0,1.0,2.764705882,3.2454961680000003,8.0,2.5,4.127550513,9.571012013999999,7.922024996,9.117325408,10.0,10.0,6.654143475,8.080379451,9.645389716,8.943212886,1.0,8.881498661,8.740463109,9.717995338,9.958567126,10.0,9.604256393,8.599266667,8.233814764,10.0,6.127553211,8.24015866,9.411333333,5.181915002,8.431846023,7.675031453
42,73,France,2015,FRA,7.35,50.0,2.0,2.858823529,2.418467067,8.0,3.5,4.194322649,7.117322569,6.149563446,7.416049321,9.166666667000001,8.333333332999999,6.430501437999999,6.390856768,7.930402756,6.326594974,0.9487179490000001,7.065324981,9.245753597,9.825038153,9.992439252999999,10.0,9.765807751,8.599266667,7.68671339,10.0,6.706257957999999,8.248059503,9.430666667,5.704394879,7.347625446,7.4942289970000004
43,76,Gabon,2015,GAB,5.78,134.0,4.0,3.764705882,9.809264305,8.0,3.5,6.268492547,3.433124849,3.636299365,5.147555158,3.333333333,5.0,2.915889045,4.601910547,4.898989995,5.933838061,0.804878049,3.900636296,9.580032766,6.206199271,9.9404,0.0,6.4316580089999995,6.2829999999999995,3.698870375,10.0,2.785869131,5.6919348770000004,7.776,7.450682561,4.618013151,6.614898571
44,78,Georgia,2015,GEO,7.98,9.0,1.0,5.658823529,6.882547545,8.0,10.0,7.635342769,5.04900416,4.7441579560000005,6.29102223,5.3,,6.499992719,9.981100762999999,7.1851849560000005,7.494759352000001,1.0,6.568152767000001,8.306716038,8.455309155,9.199284359,10.0,8.990327387999999,9.309555556,8.025555423,10.0,7.321564251,8.664168807000001,9.821666667,6.450825927,7.854025162,8.042172585
45,79,Germany,2015,DEU,7.67,24.0,1.0,3.979411765,3.0646610830000003,10.0,5.0,5.511018212000001,7.6263329529999995,6.804542594,8.021471272000001,10.0,8.333333332999999,5.8289968210000005,6.814874361,7.238562107000001,6.3401892779999995,1.0,7.445366969,8.84914879,9.796551541,9.953114011,10.0,9.649703585,8.360586579,7.55607131,10.0,5.76568087,7.92058469,8.333333332999999,7.183723746,8.0220649,7.846373992999999
46,80,Ghana,2015,GHA,6.52,105.0,3.0,5.229411765,9.63760218,6.0,7.0,6.966753486,5.98678112,5.044727623,5.4453125,5.0,4.166666667,3.716264023,8.736181591,6.144781113,5.3405303360000005,0.975609756,5.44184396,6.792861611,9.104642943,6.57098526,5.0,6.8671224539999995,7.289555556,4.521190088,10.0,4.2468123360000005,6.514389495,7.385,6.639128645,6.404481817000001,6.809536821
